id,category,iface_dx,bolt_dmax,bolt_d0,bolt_d1,bolt_d2,bolt_d3,n_support,n_load,outlier
0,block,0.37607171586153004,1.9877765606019946,0.8653231963069311,1.9877765606019946,0.7008526676494488,0.6691882211792576,589,754,False
4,beam,0.4843687008115201,1.7349076275251945,0.3399101831642624,1.7349076275251945,1.5620008868642068,1.5799350412984172,806,585,False
6,block,0.4502880680753713,1.7872533610158226,0.5602164664687681,1.7872533610158226,0.3465771826117797,0.28077490486028134,425,693,False
8,beam,0.4246944432065196,1.772968507587103,0.30409783627491194,1.772968507587103,0.5089254554406012,0.4699335728233956,459,314,False
9,beam,0.4721321891755878,1.788732397912337,0.30053226287172147,1.788732397912337,0.2612952047136129,0.07418530497830546,449,642,False
10,block,0.6097477879517006,1.7997591616661965,0.34425318595414633,1.7997591616661965,0.3030538100161403,0.16011393416385866,440,915,False
12,butterfly,0.35925748623480075,1.8005094258564043,0.3491596747233625,1.8005094258564043,0.29991575612019494,0.17296705061370876,1941,1697,False
14,butterfly,0.5100373197077479,1.7940131028902107,0.3544814129296296,1.7940131028902107,0.17326213022257295,0.0795987322950131,466,1058,False
15,beam,0.36526061102563256,1.9225875380403796,0.4970791703055321,1.9225875380403796,0.2922824256599157,0.17581089790782609,428,762,False
16,flat,0.5653841204707215,1.7975838622571103,0.35157264775909414,1.7975838622571103,0.32556415924742355,0.03647396616842846,1902,720,False
19,flat,0.36273231104894715,1.790872528745711,0.32101684866869795,1.790872528745711,0.3735322265616114,0.1709252780700589,430,441,False
20,arch,0.520812785835688,1.9444885926758209,0.41035483891788654,1.9444885926758209,0.34345629002030115,0.30893607898643943,426,333,False
21,arch,0.5365482115567156,1.7120373194360963,0.33140815339091007,1.7120373194360963,0.41106609774533054,0.23972992114087321,422,733,False
22,block,0.4787180015135254,1.8864871315218874,0.33114332080643466,1.8864871315218874,0.27485823425502626,0.7093349517000901,432,727,False
23,beam,0.33410393728276555,1.942526512643378,0.5304935221431059,1.942526512643378,1.2925532943561446,1.2731506453447472,593,1795,False
25,beam,0.4466896638005645,2.145647898870793,0.32593673620075486,2.145647898870793,0.2864852918432591,0.178395032587252,1924,1677,False
27,flat,1.5858413859611025,1.7580995338548642,0.3323685790254378,1.7580995338548642,0.3388550308384793,0.16198768819488565,428,620,False
28,flat,0.4752772558134993,1.8163948336112716,0.35118669374048067,1.8163948336112716,0.3131847982872462,0.22322579187206043,431,740,False
29,butterfly,0.3965882225624206,1.7687674776561482,0.45728401469871105,1.7687674776561482,0.3058575489477088,0.20180475826427613,1813,1614,False
30,arch,0.7611921385510854,1.8642153776548422,0.34526515321285317,1.8642153776548422,0.37233110958134275,0.3916778115866068,407,704,False
33,flat,0.37204062008769134,1.986539275105997,0.311860121604604,1.986539275105997,0.3270879110541368,0.5087113611358186,582,757,False
34,beam,0.8912528961695375,1.780614398396722,0.33526060151150266,1.780614398396722,0.5987093183679816,0.3593258600655406,472,619,False
35,butterfly,0.8710058498876393,1.894170959904773,0.3622093647668441,1.894170959904773,0.6689146211451431,0.3999378972132192,503,623,False
38,arch,0.5430704693998182,1.8111055427280178,0.4925938690360121,1.8111055427280178,0.25121961239179186,0.20010825740030722,414,736,False
39,flat,0.337825051543651,2.0959571012067486,1.156398803328477,2.0959571012067486,1.1278750475942156,1.1099373437981037,324,727,False
40,butterfly,0.389165916631109,2.0161657888328386,0.8569815598477482,2.0161657888328386,0.8201238716177779,0.8000613124111389,371,314,False
50,butterfly,0.24871238647013116,1.761174514367529,0.5680062933820706,1.761174514367529,0.3098000496540583,0.18183739576323774,423,581,False
51,flat,1.339348231742613,1.7291623259341462,0.34697118312032105,1.7291623259341462,0.5531691401122737,0.2954965891580235,309,351,False
53,flat,0.3042179398538364,1.9102061793440275,0.3667195219959841,1.9102061793440275,0.3294002520595707,0.2018541646093384,435,627,False
55,beam,0.6842616898465163,1.8113408873654169,0.3463598086411213,1.8113408873654169,0.3242765727769819,0.18379071280212642,1589,640,False
56,flat,0.8146082770089118,1.7920176687267046,0.35754145086003664,1.7920176687267046,0.3450412168580423,0.1652896945004165,425,714,False
58,flat,0.6727225819145431,1.7357528590667743,0.3485671681568337,1.7357528590667743,0.38180003492564724,0.22194859055179847,427,725,False
59,butterfly,0.5648168196563675,1.8315435828305193,0.3225521976539789,1.8315435828305193,0.30109028672059623,0.17191463276141825,421,732,False
61,flat,0.40410414986076826,1.8215957614511353,0.36079598930511986,1.8215957614511353,0.3996632053973157,0.2748259962904185,430,829,False
62,arch,0.5284212118874451,1.8042229203504294,0.42353906017015713,1.8042229203504294,0.32711310446040515,0.184164043561826,432,650,False
63,block,0.8006959326288813,1.8006557201677038,0.3538773629282957,1.8006557201677038,0.31240050682861054,0.1769305077284271,448,581,False
64,flat,2.530684936193659,1.1368164670879919,0.4320234425947254,1.1368164670879919,0.8886330228914722,0.1076047113289554,454,955,True
65,block,13.268965695074394,2.5817307762494397,1.9001344088506273,2.5817307762494397,1.8499549841849854,1.8427868728194765,276,355,True
66,arch,0.14922862078552715,1.7318837104217744,0.46749435178892834,1.7318837104217744,0.42710343623706987,0.3632189936764008,1108,721,False
69,other,0.5581791137128085,2.381349253445459,1.57324210986277,2.381349253445459,1.529606451305752,1.587941371096963,565,417,False
70,beam,1.084294336916323,2.8183923516909837,0.8797882151158359,2.8183923516909837,0.9243219987825538,0.5788966364942641,356,984,False
71,other,0.19904261867077658,4.78185823041095,0.43222487435759416,2.750833590515772,4.78185823041095,0.35746693974665306,258,426,False
72,flat,0.43161778924300004,1.7462821335727952,0.34976246246077836,1.7462821335727952,0.31787390384326775,0.12727211747009207,433,313,False
73,butterfly,0.3920928632949259,1.8632909203335775,1.09595145752858,1.8632909203335775,0.9053804955499918,1.0735718292762555,541,397,False
76,block,0.4904699008249316,1.8223350778735083,0.42016985505650933,1.8223350778735083,0.2668986821337554,0.23827384385501812,429,355,False
77,block,0.3075856333017994,1.8230863946133173,0.3797796094549702,1.8230863946133173,0.3552018670639998,0.25348227253185546,433,670,False
78,flat,0.46147872145726687,1.7946773997568455,0.31257627683389444,1.7946773997568455,0.27143246542008603,0.09324373508526766,376,310,False
79,block,0.5919360505472081,1.8601395571326094,0.3722965404477018,1.8601395571326094,0.3507671531131548,0.21052005168547686,432,701,False
80,butterfly,0.42036426819138634,1.779019037372347,0.4396023067494193,1.779019037372347,0.35281986113429453,0.3198308564930759,403,768,False
81,butterfly,0.40728309417783726,1.7769838068928454,0.4396987744931476,1.7769838068928454,0.3671483815744955,0.3309501108916469,403,363,False
82,beam,0.639042119083767,1.8552673179156896,0.35865170237607763,1.8552673179156896,0.2735523039090113,0.18674475758695946,1928,937,False
86,block,0.7058520262106814,1.8342581655344223,0.2995798428422138,1.8342581655344223,0.3393869316644874,0.17855796203629987,437,627,False
87,flat,0.36660442301069296,1.85957719787725,0.7545258362169094,1.85957719787725,0.6707819554441672,0.5931222608294717,371,277,False
91,beam,0.4995555278191535,1.6888300236155804,0.36335365677216014,1.6888300236155804,0.3249932617348202,0.18054712636459783,430,516,False
92,flat,15.482836772600226,73.25354342289444,13.70609561713875,73.25354342289444,14.943492486792692,1.0527539664101504,522,309,True
94,butterfly,5.303545836020497,4.961113493228862,0.3742852698635422,4.961113493228862,0.1322857957576619,0.15309076234131228,445,382,True
95,beam,0.8515787516700045,1.8085589571867504,0.33292824666063403,1.8085589571867504,0.4130798803702917,0.2020847767547832,431,721,False
96,flat,4.922411370376395,2.623057024810371,2.342471580621626,2.623057024810371,2.42480560166256,2.4013057530013997,584,1020,True
97,beam,2.919101151812546,4.208774281918381,3.690012903262966,4.208774281918381,3.7386515038073753,3.905416409846411,800,385,True
98,beam,2.5330615043785087,4.208774281918381,3.690012903262966,4.208774281918381,3.714055131013934,3.905416409846411,799,652,True
101,flat,0.43213091271776616,1.7851556222371547,0.3512501013914422,1.7851556222371547,0.33340698914857364,0.26909108734299414,431,720,False
102,flat,0.5550783958594677,1.8893704092311419,0.41697721764530143,1.8893704092311419,0.37328196759636745,0.17594845681468846,996,933,False
106,flat,18.04808028707203,73.25487347052649,13.681012633821037,73.25487347052649,14.914318819100817,0.6684033183995869,491,272,True
107,block,0.44958892621040686,1.9655208210043609,0.3989116595164127,1.9655208210043609,0.42845749494846175,0.2304228576742118,417,1047,False
108,butterfly,0.4253955397632548,1.9548076629978972,0.9048663518367981,1.9548076629978972,0.9542547950368077,1.0755233731529694,619,779,False
112,block,0.46167620301179013,2.162745277311746,1.3633891103116957,2.162745277311746,1.4356704212263949,1.4198571617223736,1114,680,False
113,block,0.39237660415455666,1.7409905226555653,0.3322071695125598,1.7409905226555653,0.35118980467231947,0.19059366838278827,431,755,False
114,butterfly,0.45535550406010655,1.6637799072293926,0.3733101161291839,1.6637799072293926,0.2825762706520937,0.1686381650613325,434,377,False
115,flat,10.22502411546904,2.495196215520567,1.626570436876583,2.495196215520567,1.8784160295154748,1.7237281685676153,1617,757,True
116,flat,0.42438868444412703,1.7062921024390334,0.29111037802872414,1.7062921024390334,0.4129446869492153,0.17839043671911567,434,745,False
119,block,0.6320286419870379,1.6904418665620193,0.292827490541993,1.6904418665620193,0.30112834128022775,0.2257112882378943,430,474,False
120,arch,0.46119432634592,1.9304936417075271,0.4126825069979586,1.9304936417075271,0.25646728629971,0.23008226646779953,428,731,False
121,beam,0.49592054646511413,2.029514409164867,1.2496931292407396,2.029514409164867,0.9995702280462183,0.9786373268095198,484,736,False
122,arch,0.5001306216673674,1.7969247207748558,0.3782949116566174,1.7969247207748558,0.35546929624203266,0.1665683182402813,469,376,False
123,beam,0.37908276271945,1.7557208345376316,0.33371328474353074,1.7557208345376316,0.2987352540415083,0.10196633516902885,1856,1581,False
124,block,34.23281069569733,2.166269997117098,1.258113692440107,2.166269997117098,1.2639856683788533,1.2713857845096446,1011,658,True
125,arch,0.41576288580458165,1.8097653586000981,0.4362801021833275,1.8097653586000981,0.4229342198809889,0.2910574565789557,396,644,False
127,block,0.7062727303893216,1.5278061393922275,0.6851004952085086,1.5278061393922275,0.41798642246281376,0.5581512197631042,447,768,False
129,beam,0.5972602531004698,1.7719929848575398,0.3233522769546663,1.7719929848575398,0.2826241434434236,0.24517885250375313,427,652,False
130,beam,7.401100573382288,18.78670677601343,1.2005985266708545,16.7627260508963,18.78670677601343,1.5402831761459879,585,442,True
131,block,0.4248344323739421,1.8376011695886612,0.43153580388760465,1.8376011695886612,0.28297642552460145,0.17033581833005718,430,1680,False
133,block,0.35759031271384767,1.569443291390358,0.6273458581841679,1.569443291390358,0.6688079447035093,0.3019326669906367,497,709,False
134,flat,0.39487278847086293,2.068766322227702,0.9771703323747514,2.068766322227702,1.046748597365418,0.9990526199746652,514,726,False
135,flat,0.4177553250470915,1.9823137517826879,0.9583944634790798,1.9823137517826879,0.9010356498405759,0.8599448380202889,516,772,False
136,block,0.4685060975753261,2.3728107431711996,1.506836384744848,2.3728107431711996,1.5557454494020484,1.4516382445976699,453,750,False
138,beam,0.26702624163077215,1.823545942119532,0.28281637813627103,1.823545942119532,0.39189223410018703,0.1944814006490275,419,633,False
139,beam,0.4526706229902091,1.75668307462445,0.4133474687613433,1.75668307462445,0.27591259757980235,0.22694703870630617,434,670,False
140,block,0.5010647753939375,1.759084477803099,0.3927364740157815,1.759084477803099,0.2513807500713423,0.23920737786918497,422,724,False
141,block,0.38346557539924647,2.384621205388334,1.6121831471764556,2.384621205388334,1.5861319146358828,1.558109583052021,303,337,False
142,block,0.7572836415125888,1.7553049402932672,0.3443334501654544,1.7553049402932672,0.37200498932121534,0.20970319210828745,439,686,False
146,arch,0.8441979327471816,1.7883108380903956,0.7354372101291982,1.7883108380903956,0.6972295638000449,0.6795441942521694,387,974,False
147,flat,0.3604806936102506,1.8189789984994897,0.3949346151851217,1.8189789984994897,0.2406305669133496,0.2255689453533302,431,725,False
148,butterfly,0.5853766840914523,1.9965509849022731,0.4210879910943536,1.9965509849022731,0.3405168102881219,0.20508342725559495,594,691,False
149,flat,0.33401528326593144,1.8025256423691451,0.3644945396084087,1.8025256423691451,0.30442587796842185,0.22686431258213385,431,775,False
150,block,0.43243691281407803,1.9805275688062254,0.3791211884651489,1.9805275688062254,0.19944289670895282,0.1959548258667466,422,717,False
152,flat,0.6008477525493359,1.9102864758863138,0.5918015349635403,1.9102864758863138,0.3348189199499355,0.24279243042260532,411,762,False
153,beam,0.32838524818451753,1.8012938580985443,0.3565110971086798,1.8012938580985443,0.31209905916098496,0.1770304468445264,448,564,False
163,block,0.546665011803804,1.7930013169813972,0.356009688012597,1.7930013169813972,0.4858450178573067,0.2386690276939817,1065,703,False
164,block,0.1747146446531023,2.133544625180394,1.2570449730100723,2.133544625180394,1.2761489682724125,1.26514579382251,1160,711,False
